Times / Type,001___402376_Palo_Alto___main.xlsx,002___402377_Palo_Alto___main.xlsx,003___402379_Palo_Alto___main.xlsx,004___425696_Palo_Alto___off.xlsx,005___425697_Palo_Alto___main.xlsx,006___425897_Palo_Alto___on.xlsx,007___402380_Palo_Alto___main.xlsx,008___404529_East_Palo_Alto___main.xlsx,009___422116_East_Palo_Alto___main.xlsx,010___403059_East_Palo_Alto___off.xlsx,011___403060_East_Palo_Alto___on.xlsx,012___400859_East_Palo_Alto___main.xlsx,013___403061_East_Palo_Alto___on.xlsx,014___404533_East_Palo_Alto___main.xlsx,015___408267_East_Palo_Alto___on.xlsx,016___400981_East_Palo_Alto___main.xlsx,017___402398_East_Palo_Alto___main.xlsx,018___404534_Menlo_Park___main.xlsx,019___401474_Menlo_Park___main.xlsx,020___400388_Menlo_Park___main.xlsx,021___401927_Menlo_Park___main.xlsx,022___401653_Menlo_Park___main.xlsx,023___401872_Redwood_City___main.xlsx,024___405673_Redwood_City___main.xlsx,025___401874_Redwood_City___main.xlsx,026___403205_Redwood_City___off.xlsx,027___403206_Redwood_City___off.xlsx,028___405679_Redwood_City___main.xlsx,029___401835_Redwood_City___main.xlsx,030___404531_Redwood_City___main.xlsx,031___404532_Redwood_City___main.xlsx,032___410094_Redwood_City___off.xlsx,033___410095_Redwood_City___on.xlsx,034___401834_Redwood_City___main.xlsx,035___401833_Redwood_City___main.xlsx,036___410093_Redwood_City___on.xlsx,037___401929_Redwood_City___main.xlsx,038___401652_Redwood_City___main.xlsx,039___401882_Redwood_City___main.xlsx,040___412787_Redwood_City___on.xlsx,041___401832_Redwood_City___main.xlsx,042___412788_Redwood_City___on.xlsx,043___401869_Redwood_City___main.xlsx,044___401859_Belmont___main.xlsx,045___410111_Belmont___off.xlsx,046___410110_Belmont___on.xlsx,047___401910_Belmont___main.xlsx,048___401443_Belmont___main.xlsx,049___414212_Belmont___on.xlsx,050___402383_San_Mateo___main.xlsx,051___409888_San_Mateo___off.xlsx,052___401914_San_Mateo___main.xlsx,053___409676_San_Mateo___on.xlsx,054___410511_San_Mateo___on.xlsx,055___400661_San_Mateo___main.xlsx,056___400291_San_Mateo___main.xlsx,057___400107_San_Mateo___main.xlsx,058___400645_San_Mateo___main.xlsx,059___405859_San_Mateo___main.xlsx,060___405852_San_Mateo___on.xlsx,061___402385_San_Mateo___main.xlsx,062___402387_San_Mateo___main.xlsx,063___405828_San_Mateo___on.xlsx,064___405827_San_Mateo___main.xlsx,065___402389_San_Mateo___main.xlsx,066___428962_San_Mateo___main.xlsx,067___405847_San_Mateo___off.xlsx,068___405848_San_Mateo___main.xlsx,069___405845_San_Mateo___off.xlsx,070___405849_San_Mateo___on.xlsx,071___403261_San_Mateo___main.xlsx,072___400753_San_Mateo___main.xlsx,073___400720_San_Mateo___main.xlsx,074___401199_San_Mateo___main.xlsx,075___400935_San_Mateo___main.xlsx,076___403287_San_Mateo___off.xlsx,077___403288_San_Mateo___on.xlsx,078___400527_San_Mateo___main.xlsx,079___400007_San_Mateo___main.xlsx,080___400817_San_Mateo___main.xlsx,081___403086_San_Mateo___off.xlsx,082___400420_San_Mateo___main.xlsx,083___403087_San_Mateo___on.xlsx,084___400797_Burlingame___main.xlsx,085___422114_Burlingame___off.xlsx,086___403295_Burlingame___on.xlsx,087___400381_Burlingame___main.xlsx,088___400441_Burlingame___main.xlsx,089___403258_Burlingame___main.xlsx,090___412782_Burlingame___on.xlsx,091___412785_Burlingame___on.xlsx,092___401336_Millbrae___main.xlsx,093___400119_Millbrae___main.xlsx,094___405863_Millbrae___on.xlsx,095___401411_Millbrae___main.xlsx,096___400975_Millbrae___main.xlsx,097___413207_Millbrae___off.xlsx,098___413208_Millbrae___off.xlsx,099___413209_Millbrae___off.xlsx,100___413195_Millbrae___main.xlsx,101___413212_Millbrae___on.xlsx,102___400125_Millbrae___main.xlsx,103___400331_Millbrae___main.xlsx,104___400593_Millbrae___main.xlsx,105___405837_Millbrae___off.xlsx,106___400010_Millbrae___main.xlsx,107___405836_Millbrae___off.xlsx,108___405835_Millbrae___off.xlsx,109___405834_Millbrae___off.xlsx,110___405862_Millbrae___off.xlsx,111___400473_Millbrae___main.xlsx,112___400039_Millbrae___main.xlsx
11/4/24 8:00,4545,6099,6204,554,6131,1184,5961,6606,6198,0,0,6066,0,6066,0,6066,6066,6061,6061,6374,6066,6066,6061,6061,6061,1019,314,5749,5351,6841,5933,865,2412,4422,6749,82,4664,7071,5008,177,4844,708,5135,6131,535,528,5406,4817,244,5943,913,5137,537,531,5283,6563,5541,4106,5265,2237,5661,6061,403,6063,6061,6851,147,5870,903,505,7056,7540,6655,6063,6602,560,689,6102,6532,8345,70,7520,84,4479,741,1001,6037,6632,6297,723,374,7039,5802,0,5399,6365,0,0,0,6654,0,7562,6720,8238,0,4525,0,0,0,0,4669,2674
11/4/24 9:00,3995,5450,5513,596,5477,923,5343,6132,6700,0,0,5873,0,5873,0,5873,5873,5874,5874,6081,5873,5873,5874,5874,5874,909,372,4742,4484,6064,5401,620,830,4227,6123,70,4477,6476,4414,197,4245,645,4599,5526,455,519,4840,4296,242,5633,776,4545,510,511,4893,5756,5012,3812,4528,2095,5282,5874,156,5872,5874,6777,123,5731,796,373,6968,6967,6615,5872,6419,437,518,5638,6389,7877,68,7340,106,4147,718,759,5501,6137,5694,787,406,6064,5235,0,4733,5494,0,0,0,5585,0,7085,6113,7885,0,3847,0,0,0,0,4138,2577
11/4/24 10:00,3538,5029,5064,608,5034,840,4958,5833,7290,0,0,5696,0,5696,0,5696,5696,5697,5697,5575,5696,5696,5697,5697,5697,742,194,4515,4372,6017,5342,573,849,4470,6033,57,4500,6692,4501,192,4275,759,4730,5794,413,438,5019,4420,243,5727,230,4575,479,442,5045,5742,5086,4048,4772,1840,5581,5697,126,5699,5697,7265,140,6274,591,354,7407,6907,6946,5699,6548,405,383,5259,6786,7186,81,7368,86,4056,635,712,4794,5693,5007,803,477,5207,4609,0,3992,5042,0,0,0,4885,0,6465,5393,7190,0,3596,0,0,0,0,4039,2599
11/4/24 11:00,3309,4823,4934,558,4837,905,4772,5746,7060,0,0,5499,0,5499,0,5499,5499,5495,5495,5417,5499,5499,5495,5495,5495,758,134,4691,4557,6199,5686,593,950,4729,6468,46,4704,7228,4795,216,4592,814,5062,6203,413,523,5420,4689,246,6212,43,5074,535,449,5443,6206,5435,4321,5108,1802,5950,5495,120,5495,5495,7478,135,6492,605,374,7731,7195,7250,5495,6806,470,414,5402,7041,7312,64,7574,90,4347,596,692,4973,6159,5272,878,428,5349,4850,0,3816,5127,0,0,0,4857,0,6469,5337,7139,0,3461,0,0,0,0,3717,2644
11/4/24 12:00,3087,4670,4776,563,4687,945,4576,5821,6856,0,0,5481,0,5481,0,5481,5481,5477,5477,5419,5481,5481,5477,5477,5477,723,131,4333,4344,5940,5398,589,970,4381,6144,39,5033,6715,4467,256,4278,828,5006,5946,355,555,5070,4510,261,6034,565,4796,613,413,5277,5972,5308,4101,4786,1629,5661,5477,133,5481,5477,7024,165,5983,655,394,7278,6773,6914,5481,6438,467,392,5015,6533,6735,74,7092,99,4118,602,772,4599,5703,4932,917,571,5005,4552,0,3663,5054,0,0,0,4741,0,6567,5475,7267,0,3533,0,0,0,0,3743,2721
11/5/24 6:00,3518,5096,5174,732,5113,382,5048,5884,6500,0,0,6029,0,6029,0,6029,6029,6029,6029,5706,6029,6029,6029,6029,6029,750,222,4634,4500,5788,5857,476,3146,4512,6371,28,1281,3862,4229,123,4167,363,4207,5815,239,341,4761,4113,113,5004,353,4247,349,303,4438,5346,4845,3816,4657,2663,5297,6029,136,6030,6029,7530,82,6761,328,259,7737,7311,7127,6030,7192,243,401,6120,7632,8269,44,8427,45,3974,585,488,5656,6125,5494,413,115,6096,5038,0,4902,5015,0,0,1800,5317,0,6471,5723,7375,0,3967,0,0,0,0,4233,1934
11/5/24 7:00,4330,5886,5974,747,5915,786,5785,6532,6620,0,0,6465,0,6465,0,6465,6465,6463,6463,6564,6465,6465,6463,6463,6463,1094,312,5966,5670,6838,6940,876,4015,5675,7760,56,1823,4884,5309,194,5201,603,5336,6822,437,555,5809,5187,275,5934,845,4912,559,617,5432,7016,5884,4491,5603,2339,6182,6463,363,6464,6463,7976,138,7156,728,467,8261,7998,7540,6464,7432,567,716,6433,7420,8871,80,8390,81,4524,750,855,6401,6751,6405,619,268,7265,5893,0,5951,6246,0,0,2106,6575,0,7394,6661,8193,0,4805,0,0,0,0,4979,2680
11/5/24 8:00,4628,6271,6336,608,6297,1275,6078,6646,6371,0,0,6186,0,6186,0,6186,6186,6185,6185,6609,6186,6186,6185,6185,6185,1125,334,6058,5582,6880,6807,969,1884,5631,7624,83,2032,4873,5324,188,5200,788,5594,6353,579,596,5659,5210,337,6034,646,5065,554,551,5429,6842,5666,4123,5338,2299,5691,6185,413,6183,6185,7082,110,6012,1023,514,7156,7579,6702,6183,6832,564,721,6107,6793,8422,103,7823,98,4441,736,1076,6106,6480,6362,677,276,7173,5866,0,6032,6553,0,0,2160,6842,0,7566,6631,8084,0,4892,0,0,0,0,5050,2758
11/5/24 9:00,4063,5609,5673,571,5654,1013,5507,6264,6682,0,0,5976,0,5976,0,5976,5976,5974,5974,6386,5976,5976,5974,5974,5974,916,354,5002,4787,6209,6181,686,884,4832,6912,68,1672,4291,4540,175,4413,709,4832,5778,521,514,5117,4439,279,5501,834,4234,516,539,4699,5843,5019,3768,4517,2213,5213,5974,189,5979,5974,7247,118,6289,730,390,7480,7048,6832,5979,6534,481,529,5550,6498,7664,89,7364,94,4148,730,779,5417,6096,5758,767,420,6213,5292,0,4605,5821,0,0,2160,5888,0,7162,6107,7763,0,4153,0,0,0,0,4301,2574
11/5/24 10:00,3519,5056,5154,580,5077,824,4987,5947,7204,0,0,5702,0,5702,0,5702,5702,5703,5703,5736,5702,5702,5703,5703,5703,831,214,4603,4499,6032,6033,554,1004,4577,6665,45,1674,4327,4608,193,4462,737,4921,5969,494,524,5201,4517,280,5714,624,4510,499,409,4979,5879,5231,4131,4849,1859,5712,5703,123,5705,5703,7267,124,6262,592,364,7574,7024,7090,5705,6670,434,473,5335,6886,7287,90,7534,105,4172,602,763,4960,5813,5094,774,401,5433,4694,0,5131,5076,0,0,165,4995,0,6634,5604,7453,0,4117,0,0,0,0,4275,2525
11/5/24 11:00,3263,4918,5020,531,4918,972,4869,5959,6979,0,0,5489,0,5489,0,5489,5489,5488,5488,5467,5489,5489,5488,5488,5488,720,152,4650,4620,6018,6150,631,1040,4654,6844,42,1718,4486,4712,226,4523,791,5096,6005,443,531,5170,4632,264,5884,233,4675,508,436,5169,5939,5325,4139,4935,1740,5708,5488,114,5493,5488,6901,147,5967,646,379,7488,7002,7004,5493,6460,465,395,5164,6658,6983,63,7272,137,4059,671,771,4757,5712,5153,804,475,5260,4743,0,4973,5139,0,0,0,4907,0,6555,5547,7411,0,3665,0,0,0,0,3813,2554
11/5/24 12:00,3110,4745,4858,549,4754,1003,4736,5980,6745,92,0,5433,0,5433,0,5433,5433,5430,5430,5448,5433,5433,5430,5430,5430,726,137,4463,4409,6037,6010,615,1108,4491,6672,46,1879,4526,4685,222,4419,859,5165,6041,429,526,5200,4636,264,6025,737,4780,588,437,5268,6033,5366,4232,4896,1609,5844,5430,102,5433,5430,6680,149,5811,723,401,7344,6902,6850,5433,6416,525,436,5172,6587,7003,81,7149,104,4150,633,784,4731,5801,5023,867,472,5185,4632,0,4677,5117,0,0,0,4912,0,6434,5320,7032,0,3503,0,0,0,0,3654,2664
11/6/24 6:00,3758,5027,5157,510,5064,229,5151,5878,6585,0,0,6108,0,6108,0,6108,6108,6108,6108,4300,6108,6108,6108,6108,6108,535,170,4796,5150,6143,6005,206,2359,4554,6203,11,1850,3641,4240,59,4095,249,3919,4888,151,183,5132,4274,93,4717,715,4446,235,180,4207,5382,3912,4809,4724,1711,5811,6108,80,6110,6108,7656,43,6531,143,166,7163,7197,6769,6110,6876,130,234,6019,7520,8078,36,7667,27,4240,313,231,5552,6162,5579,252,76,5932,5303,0,5145,4881,720,0,123,5080,209,5168,5537,6547,0,1955,0,0,0,0,2000,2036
11/6/24 7:00,4968,5728,5835,0,5755,0,6085,6569,6788,0,0,6597,0,6597,0,6597,6597,6600,6600,4876,6597,6597,6600,6600,6600,0,0,5964,6597,6928,6953,0,0,5505,6602,0,3695,4657,5354,0,5173,0,4655,4655,0,0,5807,5200,0,4655,0,5415,0,0,4714,6820,2803,6597,5341,0,6602,6600,0,6602,6600,8151,0,6486,0,0,6600,7780,6600,6602,6600,0,0,6454,6600,8336,0,6600,0,5189,0,0,6054,6600,6600,0,0,7336,6597,0,6122,6811,0,0,0,6554,0,4660,6660,6602,0,4295,0,0,0,0,4556,2806
11/6/24 8:00,5081,6038,6107,0,6136,0,6248,6822,6475,0,0,6302,0,6302,0,6302,6302,6306,6306,4859,6302,6302,6306,6306,6306,0,0,6259,6302,6646,6762,0,0,5695,6303,0,3955,4919,5554,0,5366,0,4918,4918,0,0,5891,5323,0,4918,0,5791,0,0,5026,6929,2870,6302,5349,0,6303,6306,0,6303,6306,7773,0,5889,0,0,6306,7480,6306,6303,6306,0,0,6282,6306,8442,0,6306,0,5085,0,0,6007,6306,6306,0,0,7500,6302,0,6146,7032,0,0,0,6796,0,4916,6950,6305,0,4827,0,0,0,0,5039,2873
11/6/24 9:00,4652,5657,5710,0,5693,0,5880,6424,6522,0,0,6118,0,6118,0,6118,6118,6121,6121,4552,6118,6118,6121,6121,6121,0,0,5488,6118,6203,6304,0,0,4936,6115,0,3711,4692,5085,0,4738,0,4696,4696,0,0,5260,4728,0,4696,0,4995,0,0,4776,6151,2709,6118,4551,0,6115,6121,0,6115,6121,7824,0,5822,0,0,6121,7239,6121,6115,6121,0,0,5920,6121,8118,0,6121,0,4844,0,0,5676,6121,6121,0,0,6502,6118,0,5565,6287,0,0,0,5824,0,4691,6314,6119,0,4431,0,0,0,0,4530,2709
11/6/24 10:00,4206,5144,5159,0,5126,0,5377,6097,7248,0,0,5901,0,5901,0,5901,5901,5904,5904,4308,5901,5901,5904,5904,5904,0,0,4800,5901,5868,5920,0,0,4520,5905,0,3624,4588,4805,0,4123,0,4578,4578,0,0,5035,4333,0,4578,0,4610,0,0,4577,5807,2660,5901,4543,0,5905,5904,0,5905,5904,8699,0,5852,0,0,5904,6649,5904,5905,5904,0,0,5201,5904,7116,0,5904,0,4844,0,0,3987,5904,5904,0,0,3596,5901,0,3769,3926,0,0,0,4839,0,4585,5570,5906,0,3813,0,0,0,0,3997,2660
11/6/24 11:00,3356,4956,5028,570,4951,998,4886,5927,6913,0,0,5667,0,5667,0,5667,5667,5668,5668,4123,5667,5667,5668,5668,5668,757,168,4824,4756,6130,6238,655,1044,4783,6942,37,1754,4730,4985,239,4701,801,5307,6288,448,524,6223,4779,276,6108,75,5026,518,467,5355,6154,5430,4235,5057,1880,5846,5668,127,5665,5668,7207,133,6313,644,403,7653,7118,7114,5665,6869,528,431,5445,7245,7540,67,7546,126,4245,634,739,4996,6035,5217,826,461,5441,4820,0,4820,5210,0,0,235,5034,491,6612,5674,7488,0,3097,0,0,0,0,3945,2675
11/6/24 12:00,3168,4765,4899,611,4802,1013,4740,5821,6991,0,0,5606,0,5606,0,5606,5606,5603,5603,4102,5606,5606,5603,5603,5603,686,175,4576,4538,6017,6000,604,948,4533,6625,41,1766,4445,4660,258,4475,850,4944,6083,438,576,6127,4681,297,6180,53,5118,610,406,5457,6158,5440,4141,4947,1566,5710,5603,164,5599,5603,7029,182,6056,678,407,7344,6774,6866,5599,6436,526,399,5115,6905,7295,68,7570,150,4101,639,819,4695,5703,5009,847,498,5145,4627,0,4782,5145,0,0,239,4864,469,6537,5550,7474,0,3607,0,0,0,0,3944,2783
11/7/24 6:00,3577,5136,5205,682,5137,364,5051,5787,6596,0,0,6140,0,6140,0,6140,6140,6140,6140,5769,6140,6140,6140,6140,6140,796,221,4789,4611,5967,5166,435,3493,4380,5311,25,1337,3942,4319,115,4303,341,4268,5823,237,341,5348,4249,118,5403,385,4555,379,309,4583,5355,4861,3886,4757,2574,5391,6140,151,6141,6140,7558,75,6661,309,269,7542,7085,6823,6141,6860,261,427,5871,6783,7663,67,6786,58,3891,590,500,5511,5980,5512,411,130,6004,5058,0,4220,4723,1620,0,203,5139,405,6222,5510,6885,0,3949,0,0,0,0,2814,2052
11/7/24 7:00,4387,5941,6064,710,5971,717,5844,6410,6792,0,0,6591,0,6591,0,6591,6591,6596,6596,6762,6591,6591,6596,6596,6596,985,321,6133,5653,7172,6112,918,2494,5164,6099,76,1851,4893,5427,195,5321,600,5612,6736,417,538,6517,5282,258,6227,880,5534,569,576,5480,6761,5568,4352,5603,2329,5990,6596,344,6598,6596,7084,122,6048,867,463,7174,7590,6657,6598,6972,472,736,6308,6838,8361,77,6586,79,4400,705,883,6159,6478,6299,655,264,7056,5796,0,5154,6019,2160,0,235,6469,396,7246,6563,7964,0,4787,0,0,0,0,3684,2810
11/7/24 8:00,4540,6112,6207,567,6129,1184,6013,6645,6553,0,0,6295,0,6295,0,6295,6295,6295,6295,6424,6295,6295,6295,6295,6295,1043,378,6095,5609,7117,6169,974,2263,4860,5888,98,2011,5041,5441,193,5224,696,5545,6481,568,566,6360,5207,333,5936,1164,4993,568,498,4866,6193,4919,3767,4882,1988,5181,6295,412,6295,6295,6717,120,5640,929,531,6814,7433,6467,6295,6713,570,768,6280,6696,8882,92,7847,104,4515,755,1052,6204,6624,6447,685,363,7240,5943,0,5465,6629,2160,0,240,6868,427,7644,6836,8358,0,4827,0,0,0,0,3416,2894
11/7/24 9:00,4138,5659,5732,566,5681,1003,5544,6230,6660,0,0,6165,0,6165,0,6165,6165,6166,6166,6159,6165,6165,6166,6166,6166,923,374,4808,4584,5954,5176,704,715,3796,5012,53,1788,4075,4191,170,3969,501,4285,5126,664,360,5930,3753,301,3913,739,2851,535,510,2969,4382,3697,3351,3657,2269,4647,6166,201,6168,6166,6965,98,5907,552,385,7084,6792,6747,6168,6552,383,539,5321,6901,8008,94,8062,118,4028,643,782,5156,5889,5597,725,389,5952,5140,0,4807,5621,2160,0,240,5601,546,6995,5924,7693,0,4586,0,0,0,0,3766,2750
11/7/24 10:00,3486,4985,5083,641,4976,776,4883,5744,7080,0,0,5937,0,5937,0,5937,5937,5933,5933,5813,5937,5937,5933,5933,5933,775,288,4189,4140,5428,5045,589,903,4136,5543,55,1656,3940,4011,196,3823,627,4209,5297,491,480,5232,3925,261,5345,280,4602,510,426,4746,5748,4984,4076,4965,2345,5636,5933,137,5935,5933,7553,119,6605,654,372,7872,7629,7319,5935,7051,486,411,5790,7364,7983,83,7955,121,4381,687,741,5288,6164,5467,822,422,5888,5038,0,4162,5522,120,0,239,5477,506,7018,6037,7797,0,4344,0,0,0,0,3371,2714
11/7/24 11:00,3467,5052,5129,571,5039,945,4999,5924,6838,0,0,5702,0,5702,0,5702,5702,5708,5708,5624,5702,5702,5708,5708,5708,710,163,4754,4618,6017,5495,610,962,4812,6052,59,1767,4533,4870,213,4659,811,5161,6227,439,522,6169,4755,275,6194,10,5197,531,429,5462,6119,5407,4253,5136,2075,5869,5708,113,5713,5708,7655,148,6711,614,381,7899,7472,7380,5713,7171,511,423,5744,7618,7966,95,8181,126,4443,679,735,5234,6286,5422,854,479,5620,4997,0,3856,5425,0,0,240,5189,428,6787,5695,7474,0,3862,0,0,0,0,3146,2745
11/7/24 12:00,3352,5026,5138,566,5042,1028,4962,6012,7027,0,0,5664,0,5664,0,5664,5664,5660,5660,5625,5664,5664,5660,5660,5660,743,173,4729,4605,6109,5576,659,976,4735,6082,39,1876,4717,5012,254,4726,843,5337,6355,406,582,6278,4886,290,6350,0,5283,618,413,5652,6386,5609,4319,5147,1954,5962,5660,116,5662,5660,7409,183,6450,681,402,7807,7278,7289,5662,6950,550,481,5513,7328,7675,69,7820,130,4380,700,786,5046,6080,5331,914,549,5550,4910,0,3805,5385,0,0,240,5201,440,6878,5862,7672,0,3833,0,0,0,0,3481,2836
11/8/24 6:00,3265,4814,4907,652,4872,327,4807,5661,6394,0,0,5804,0,5804,1,5804,5804,5801,5801,5263,5804,5804,5801,5801,5801,762,244,4344,4189,5634,4966,449,3107,3854,4845,29,1230,3845,4161,120,4043,282,4160,5591,179,291,4453,3922,99,5364,793,4380,300,274,4435,4994,4633,3692,4449,2359,5120,5801,146,5804,5801,7197,82,6277,313,223,7334,6826,6653,5804,6635,253,357,5580,7049,7483,44,7704,50,3771,561,481,5133,5837,5244,370,140,5517,4810,0,4596,4380,1620,0,198,4653,385,6047,5169,6825,0,3118,0,0,0,0,3623,1980
11/8/24 7:00,4013,5478,5558,709,5510,660,5372,6113,6642,0,0,6492,0,6492,6,6492,6492,6490,6490,5975,6492,6492,6490,6490,6490,969,270,5577,5349,6592,6023,860,3919,4708,5860,60,1716,4696,5121,179,4959,537,5178,6517,372,529,5463,4987,232,6509,1019,5576,563,541,5642,6647,5642,4287,5423,2299,5908,6490,313,6493,6490,7769,129,6861,730,427,7934,7642,7246,6493,7337,523,650,6268,7432,8625,77,8078,100,4382,795,747,6012,6535,6289,613,258,6736,5783,0,5464,5816,2160,0,290,5987,405,7042,6155,7756,0,3970,0,0,0,0,4325,2702
11/8/24 8:00,4171,5681,5795,557,5610,1080,5560,6340,6558,0,0,6238,0,6238,7,6238,6238,6237,6237,6173,6238,6238,6237,6237,6237,994,291,5418,5081,6555,5762,861,1614,5005,6211,83,1772,4539,4917,191,4676,642,4925,6012,470,598,5152,4748,303,6096,1050,5465,571,576,5459,6673,5569,4239,5568,2234,5858,6237,378,6241,6237,7265,152,6266,1005,504,7380,7709,6910,6241,6764,653,650,6120,6673,8356,91,7509,118,4378,761,932,5955,6433,6215,765,340,6831,5712,0,5724,6314,2160,0,320,6431,517,7389,6379,7902,0,3807,0,0,0,0,3464,2839
11/8/24 9:00,3744,5292,5365,603,5262,983,5177,6008,6851,0,0,6073,0,6073,10,6073,6073,6071,6071,5840,6073,6073,6071,6071,6071,814,317,4884,4676,6217,5646,683,858,4752,6160,78,1751,4404,4636,190,4507,719,4802,5950,387,522,5109,4630,249,6087,849,5007,514,452,5185,6097,5267,4142,4916,2042,5730,6071,182,6072,6071,7548,108,6564,625,380,7617,7206,7103,6072,6662,466,488,5551,6689,7729,84,7453,126,4165,714,796,5330,6219,5720,761,421,6028,5269,0,5213,5627,2160,0,250,5565,561,6918,5781,7483,0,3560,0,0,0,0,3589,2798
11/8/24 10:00,3503,5081,5147,592,5073,831,5005,5898,7431,0,0,5938,0,5938,5,5938,5938,5935,5935,5553,5938,5938,5935,5935,5935,765,192,4919,4728,6283,5704,634,899,4965,6325,35,1828,4608,4998,197,4782,765,5260,6470,338,548,5553,4942,264,6428,274,5305,493,417,5468,6345,5582,4434,5377,1867,6117,5935,138,5936,5935,7623,117,6685,595,362,7945,7491,7413,5936,7088,480,466,5680,7149,7652,92,7784,101,4446,653,758,5328,6328,5422,765,450,5685,4986,0,4950,5356,160,0,250,5231,545,6797,5745,7458,0,3823,0,0,0,0,3766,2824
11/8/24 11:00,3438,5138,5170,632,5117,976,5019,6028,7325,0,0,5873,0,5873,5,5873,5873,5872,5872,5601,5873,5873,5872,5872,5872,772,145,4892,4707,6372,5768,606,950,4957,6388,59,1855,4688,5081,213,4899,812,5370,6584,371,506,5547,5076,290,6575,10,5450,618,492,5530,6459,5661,4601,5637,1836,6330,5872,117,5871,5872,7583,139,6691,808,421,8032,7479,7381,5871,7127,539,447,5836,7356,7698,77,7959,124,4594,624,844,5424,6431,5566,863,461,5904,5123,0,5060,5524,0,0,240,5382,562,7046,5990,7767,0,3934,0,0,0,0,3479,2926
11/8/24 12:00,3358,5102,5134,581,5027,1075,4961,6059,7687,0,0,5897,0,5897,5,5897,5897,5898,5898,5225,5897,5897,5898,5898,5898,746,160,4823,4712,6374,5637,659,1084,4797,6131,56,1954,4846,5081,243,4785,831,5472,6316,426,577,5535,4936,285,6419,0,5230,645,449,5572,6326,5591,4322,5163,1744,5963,5898,160,5898,5898,7376,180,6395,789,446,7676,7128,7168,5898,6800,575,437,5367,6924,7186,72,7408,112,4366,692,900,4901,6073,5327,929,577,5454,4912,0,4865,5313,0,0,240,5112,502,6957,5971,7818,0,3909,0,0,0,0,3913,3029
11/12/24 6:00,3555,5034,5112,732,5028,397,4924,5695,6500,0,0,6029,0,6029,0,6029,8245,7528,7237,5760,6029,6029,6029,6029,6029,821,225,4680,4526,5878,5932,426,3691,4573,6462,25,1345,3778,4152,129,4135,340,4234,5831,226,306,4810,4109,105,5176,277,4304,325,309,4493,5287,4851,3953,4735,2564,5469,6029,154,6030,6029,7644,62,6856,263,245,7791,7292,7140,6030,7058,217,388,5934,7374,7924,56,7973,57,3955,561,482,5471,6027,5438,400,170,5848,4998,0,4902,4564,1440,0,204,4966,402,6179,5445,6957,0,3973,0,0,0,0,4216,1934
11/12/24 7:00,4347,5844,5941,710,5891,753,5724,6397,6620,0,0,6465,0,6465,0,6465,10068,9208,8802,6641,6465,6465,6463,6463,6463,1049,271,6163,5748,7354,7071,880,3892,5827,7980,76,1766,4848,5434,200,5360,610,5712,6893,424,548,6004,5344,256,6425,356,5611,617,600,5735,6941,5812,4515,5713,2096,6224,6463,341,6464,6463,7322,104,6315,815,493,7382,7596,6809,6464,6880,490,762,6293,6820,8665,73,7691,93,4504,656,836,6319,6664,6369,697,364,7195,5867,0,5951,6238,2160,0,241,6730,367,7570,6898,8406,0,4750,0,0,0,0,4902,2680
11/12/24 8:00,4634,6202,6261,593,6210,1248,6034,6627,6371,0,0,6186,0,6186,0,6186,9903,9050,8665,6625,6186,6186,6185,6185,6185,1086,350,6136,5563,7157,6928,908,2080,5771,7819,105,2175,4985,5431,176,5262,699,5693,6597,546,584,5875,5223,327,6395,901,5858,584,561,5752,6953,5641,4037,5412,1988,5548,6185,442,6183,6185,6741,121,5661,941,534,6746,7389,6349,6183,6678,600,781,6229,6601,8562,78,7634,96,4519,731,1095,6248,6566,6507,725,372,7366,5984,0,6032,6689,2160,0,240,7056,414,7841,7106,8495,0,4947,0,0,0,0,5036,2758
11/12/24 9:00,4328,5844,5891,576,5847,1006,5682,6325,6682,0,0,5976,0,5976,0,5976,9450,8590,8265,6267,5976,5976,5974,5974,5974,980,378,5316,5036,6522,6367,729,863,5062,7141,62,1704,4478,4824,168,4648,666,4975,5972,527,477,5315,4625,283,5811,0,4875,495,556,5133,6228,5246,4051,4881,2131,5604,5974,172,5979,5974,6761,116,5650,865,387,6799,7215,6549,5979,6665,415,584,6045,6597,8258,91,7554,104,4260,758,777,5822,6330,5813,802,431,6503,5361,0,4605,5880,2160,0,240,6075,468,7365,6478,8080,0,4004,0,0,0,0,4171,2574
11/12/24 10:00,3812,5276,5356,555,5303,755,5185,5958,7204,0,0,5702,0,5702,0,5702,8170,7436,7170,5566,5702,5702,5703,5703,5703,842,248,4716,4604,5833,6079,567,893,4706,6737,45,1670,4225,4510,196,4426,712,4948,5851,478,516,5161,4473,239,5788,0,4767,511,430,5100,5645,4972,3852,4470,1934,5334,5703,133,5705,5703,5836,144,4767,777,323,5542,5314,4996,5705,4830,351,504,3908,4858,5655,50,5517,95,3512,530,686,3888,4875,4517,815,536,4703,4163,0,5131,4683,160,0,204,4537,486,6292,5253,6949,0,4256,0,0,0,0,4441,2525
